species,phylum,enzyme_class,genes_per_genome,distinct_enzymes
UBA2862 sp900315585,Firmicutes,CE,161.666666666667,9
UBA2862 sp900317565,Firmicutes,CE,275.454545454545,11
UBA2862 sp900318045,Firmicutes,CE,1.83333333333333,6
UBA2866 sp002315165,Other Phyla,CE,2,2
UBA2866 sp002350545,Other Phyla,CE,1,1
UBA2882 sp900317505,Firmicutes,CE,20.8888888888889,9
UBA2883 sp002103075,Other Phyla,CE,5.5,2
UBA2912 sp900314845,Firmicutes,CE,7,2
UBA2912 sp900317095,Firmicutes,CE,1,1
UBA2913 sp002349925,Firmicutes,CE,1.25,4
UBA2922 sp900313925,Firmicutes,CE,4.16666666666667,6
UBA2931 sp900313155,Proteobacteria,CE,18.75,4
UBA2943 sp002350845,Firmicutes,CE,1.8,5
UBA3206 sp002363705,Firmicutes,CE,2.4,5
UBA3207 sp002393905,Firmicutes,CE,1,3
UBA3207 sp003501485,Firmicutes,CE,7.5,2
UBA3210 sp002363635,Firmicutes,CE,1.33333333333333,3
UBA3282 sp002361355,Firmicutes,CE,1.5,2
UBA3282 sp002361735,Firmicutes,CE,1,3
UBA3282 sp002490705,Firmicutes,CE,3,4
UBA3282 sp002492525,Firmicutes,CE,2.28571428571429,7
UBA3282 sp002493835,Firmicutes,CE,2.33333333333333,3
UBA3388 sp002358835,Bacteroidota,CE,64.75,4
UBA3631 sp002374055,Firmicutes,CE,2,1
UBA3636 sp002448475,Other Phyla,CE,1.25,4
UBA3700 sp002372775,Firmicutes,CE,13,3
UBA3789 sp002369415,Firmicutes,CE,3,3
UBA3789 sp900314225,Firmicutes,CE,77.75,4
UBA3792 sp900318745,Firmicutes,CE,1,2
UBA3818 sp002369315,Firmicutes,CE,36.8181818181818,11
UBA3839 sp900314125,Bacteroidota,CE,1,1
UBA3857 sp002392505,Firmicutes,CE,1,1
UBA4246 sp002391225,Firmicutes,CE,7.8,5
UBA4248 sp002395385,Other Phyla,CE,28.5,2
UBA4334 sp900316975,Bacteroidota,CE,18.5454545454545,11
UBA4372 sp002316015,Bacteroidota,CE,59.6666666666667,6
UBA4372 sp002395775,Bacteroidota,CE,1.33333333333333,3
UBA4626 sp002406115,Firmicutes,CE,1.66666666666667,3
UBA4644 sp002405755,Firmicutes,CE,50.8333333333333,6
UBA4705 sp002407045,Other Phyla,CE,1,5
UBA4716 sp002438865,Firmicutes,CE,4,9
UBA4717 sp002404395,Firmicutes,CE,1.5,6
UBA4855 sp002399785,Firmicutes,CE,4.33333333333333,3
UBA4855 sp002438785,Firmicutes,CE,3,3
UBA4951 sp900321485,Firmicutes,CE,9,4
UBA5026 sp002416285,Firmicutes,CE,12,2
UBA5578 sp002425325,Firmicutes,CE,9.5,4
UBA5893 sp002308915,Firmicutes,CE,2,1
UBA5893 sp002431905,Firmicutes,CE,8,2
UBA5905 sp002431285,Firmicutes,CE,10.625,8
UBA5905 sp002437905,Firmicutes,CE,2.2,5
UBA5920 sp002406055,Other Phyla,CE,182.222222222222,9
UBA629 sp900316625,Firmicutes,CE,35.875,8
UBA629 sp900316665,Firmicutes,CE,8.2,5
UBA629 sp900317915,Firmicutes,CE,1.33333333333333,3
UBA6345 sp002437945,Firmicutes,CE,4.33333333333333,3
UBA636 sp002299675,Firmicutes,CE,183.833333333333,6
UBA636 sp002314515,Firmicutes,CE,1.5,2
UBA636 sp002315565,Firmicutes,CE,1,2
UBA636 sp002362065,Firmicutes,CE,1,2
UBA6398 sp003150315,Bacteroidota,CE,61.625,8
UBA6414 sp002438545,Firmicutes,CE,21.5,2
UBA644 sp002299265,Firmicutes,CE,34.4166666666667,12
UBA6857 sp002438505,Firmicutes,CE,102.714285714286,7
UBA6857 sp002451715,Firmicutes,CE,89.1428571428572,7
UBA6984 sp003258725,Other Phyla,CE,2.33333333333333,3
UBA7001 sp002449785,Firmicutes,CE,12,1
UBA7004 sp002449755,Firmicutes,CE,19.5,4
UBA7050 sp002493905,Firmicutes,CE,2.2,5
UBA7057 sp002493865,Firmicutes,CE,4,2
UBA7096 sp002492425,Firmicutes,CE,38.5555555555556,9
UBA7102 sp002492415,Firmicutes,CE,152.3,10
UBA7160 sp002491565,Firmicutes,CE,39.3333333333333,6
UBA7173 sp001689685,Bacteroidota,CE,4.2,5
UBA7173 sp001701135,Bacteroidota,CE,93.375,8
UBA7173_A sp001915385,Bacteroidota,CE,6.4,5
UBA7182 sp002160135,Firmicutes,CE,5.2,10
UBA733 sp002321395,Firmicutes,CE,3.5,2
UBA733 sp003512585,Firmicutes,CE,5.66666666666667,3
UBA733 sp900317295,Firmicutes,CE,4,7
UBA737 sp002297415,Firmicutes,CE,11,8
UBA737 sp002431945,Firmicutes,CE,35.0833333333333,12
UBA737 sp002451855,Firmicutes,CE,3.75,8
UBA738 sp002315975,Firmicutes,CE,25,3
UBA738 sp002404605,Firmicutes,CE,7.71428571428571,7
UBA738 sp003522945,Firmicutes,CE,86.7272727272727,11
UBA7584 sp002477805,Firmicutes,CE,2,1
UBA7597 sp003448195,Firmicutes,CE,1,4
UBA7642 sp002297045,Firmicutes,CE,5,2
UBA7642 sp002404995,Firmicutes,CE,24.1666666666667,6
UBA7642 sp900313465,Firmicutes,CE,8.25,4
UBA7642 sp900316035,Firmicutes,CE,18.4,5
UBA7702 sp002482535,Firmicutes,CE,228,1
UBA7748 sp900313905,Actinobacteriota,CE,1,1
UBA7748 sp900314535,Actinobacteriota,CE,166,8
UBA7868 sp002501285,Firmicutes,CE,1.66666666666667,3
UBA791 sp002297005,Other Phyla,CE,4.75,4
UBA9076 sp003537975,Firmicutes,CE,2,3
UBA9475 sp002161235,Firmicutes,CE,1.33333333333333,3
UBA9475 sp002161675,Firmicutes,CE,8.6,5
UBA9502 sp003506385,Firmicutes,CE,4,5
UBA9506 sp003506415,Firmicutes,CE,2.5,4
UBA9845 sp003453435,Firmicutes,CE,2,2
UC5-1-2E3 sp001304875,Firmicutes,CE,5.2,5
UCG-010 sp003150115,Firmicutes,CE,3.6,5
V9D3004 sp000621985,Firmicutes,CE,1,1
V9D3004 sp002349525,Firmicutes,CE,3.33333333333333,3
Victivallis sp002998355,Other Phyla,CE,3.22222222222222,9
Victivallis vadensis,Other Phyla,CE,2.85714285714286,7
Zag1 sp001765415,Other Phyla,CE,10,5
Zag111 sp002102825,Other Phyla,CE,9.57142857142857,7
Zag111 sp002103105,Other Phyla,CE,6,4
Zag111 sp003258735,Other Phyla,CE,7.2,5
,Actinobacteriota,CE,1.75,14
,Bacteroidota,CE,6,14
,Firmicutes,CE,14.4444444444444,14
,Other Phyla,CE,2.2,14
,Proteobacteria,CE,1.25,14
14-2 sp001940225,Firmicutes,PL,2,3
992a sp001940245,Firmicutes,PL,1,1
Absiella innocuum,Firmicutes,PL,1,2
AC2028 sp000702085,Firmicutes,PL,1,2
Acetatifactor muris,Firmicutes,PL,9,1
Acetatifactor sp900066365,Firmicutes,PL,3.2,5
Acetatifactor sp900066565,Firmicutes,PL,1,2
Acetatifactor sp900320485,Firmicutes,PL,1,1
Actinomyces denticolens,Actinobacteriota,PL,1,2
Acutalibacter sp000435395,Firmicutes,PL,6,5
Agathobacter faecis,Firmicutes,PL,1.75,4
Agathobacter rectale,Firmicutes,PL,2.14285714285714,7
Agathobacter sp000434275,Firmicutes,PL,2.66666666666667,6
Agathobacter sp900317585,Firmicutes,PL,1,4
Agathobaculum butyriciproducens,Firmicutes,PL,1,1
Agathobaculum sp900291975,Firmicutes,PL,1,1
Alistipes obesi,Bacteroidota,PL,1,1
Alistipes senegalensis,Bacteroidota,PL,11.3333333333333,9
Alistipes shahii,Bacteroidota,PL,22.75,12
Alistipes sp002362235,Bacteroidota,PL,2,1
Anaerostipes sp001940315,Firmicutes,PL,1,2
Anaerovibrio lipolyticus,Firmicutes,PL,1,1
Anaerovibrio sp002100115,Firmicutes,PL,2,1
Angelakisella sp003453215,Firmicutes,PL,1,3
Bacillus subtilis,Firmicutes,PL,2.8,5
Bacteroides eggerthii,Bacteroidota,PL,3.53846153846154,13
Bacteroides fluxus,Bacteroidota,PL,5.6,10
Bacteroides fragilis,Bacteroidota,PL,10.75,12
Bacteroides heparinolyticus,Bacteroidota,PL,7.14285714285714,7
Bacteroides massiliensis,Bacteroidota,PL,7.88888888888889,9
Bacteroides pyogenes,Bacteroidota,PL,21.1666666666667,6
Bacteroides thetaiotaomicron,Bacteroidota,PL,9.5,12
Bacteroides togonis,Bacteroidota,PL,2.88888888888889,9
Bacteroides uniformis,Bacteroidota,PL,5.375,8
Bacteroides xylanisolvens,Bacteroidota,PL,2.63636363636364,11
Bacteroides_A barnesiae,Bacteroidota,PL,1.33333333333333,3
Bacteroides_A coprocola,Bacteroidota,PL,1.875,8
Bacteroides_A coprophilus,Bacteroidota,PL,1,1
Bacteroides_A plebeius_A,Bacteroidota,PL,2,7
Bacteroides_A sp000434735,Bacteroidota,PL,1.77777777777778,9
Bacteroides_B massiliensis,Bacteroidota,PL,1.5,2
Bacteroides_B vulgatus,Bacteroidota,PL,35.5,16
Bacteroides_F pectinophilus,Firmicutes,PL,5.5,2
Bifidobacterium animalis,Actinobacteriota,PL,1,1
Bifidobacterium pseudolongum,Actinobacteriota,PL,1,2
Bifidobacterium pseudolongum_A,Actinobacteriota,PL,1,2
Bifidobacterium thermacidophilum,Actinobacteriota,PL,1,1
Blautia hansenii,Firmicutes,PL,4.5,2
Blautia sp000432195,Firmicutes,PL,1,3
Blautia sp000436935,Firmicutes,PL,1,1
Blautia_A massiliensis,Firmicutes,PL,1,3
Blautia_A obeum,Firmicutes,PL,2,1
Blautia_A sp000285855,Firmicutes,PL,1,1
Blautia_A sp000433815,Firmicutes,PL,1,1
Blautia_A sp900066145,Firmicutes,PL,1,2
Blautia_A sp900066165,Firmicutes,PL,1,1
Blautia_A sp900066205,Firmicutes,PL,1,2
Blautia_A sp900066355,Firmicutes,PL,1,2
Blautia_A sp900066505,Firmicutes,PL,1.75,4
Blautia_A sp900316115,Firmicutes,PL,1,2
Blautia_A wexlerae,Firmicutes,PL,2.85714285714286,7
Butyricicoccus pullicaecorum,Firmicutes,PL,1,1
Butyricicoccus_A porcorum,Firmicutes,PL,1,3
Butyricicoccus_A sp002395695,Firmicutes,PL,1.33333333333333,3
Butyrivibrio fibrisolvens_C,Firmicutes,PL,2,1
Butyrivibrio hungatei,Firmicutes,PL,1,2
Butyrivibrio sp000420845,Firmicutes,PL,1.33333333333333,3
Butyrivibrio sp000420865,Firmicutes,PL,1,1
Butyrivibrio sp000424585,Firmicutes,PL,2.5,2
Butyrivibrio sp900102515,Firmicutes,PL,1.66666666666667,3
C941 sp900321725,Bacteroidota,PL,1,1
Caecibacter massiliensis,Firmicutes,PL,1,1
CAG-1000 sp000436975,Firmicutes,PL,1.83333333333333,6
CAG-1024 sp000432015,Firmicutes,PL,1.75,4
CAG-103 sp000432375,Firmicutes,PL,1,1
CAG-103 sp900317855,Firmicutes,PL,3,4
CAG-103 sp900317905,Firmicutes,PL,1,3
CAG-110 sp000434635,Firmicutes,PL,2,2
CAG-110 sp002437585,Firmicutes,PL,3,2
CAG-115 sp002304735,Firmicutes,PL,3,1
CAG-115 sp003516865,Firmicutes,PL,2,1
CAG-127 sp002476495,Firmicutes,PL,1,2
CAG-127 sp900319515,Firmicutes,PL,1,2
CAG-1435 sp000433775,Firmicutes,PL,1,1
CAG-1435 sp003537755,Firmicutes,PL,1,1
CAG-145 sp002320005,Firmicutes,PL,1.6,5
CAG-170 sp000432135,Firmicutes,PL,3.33333333333333,3
CAG-170 sp000436735,Firmicutes,PL,2.2,5
CAG-170 sp002404795,Firmicutes,PL,5.6,5
CAG-170 sp003516765,Firmicutes,PL,1.75,4
CAG-177 sp000431775,Firmicutes,PL,2.5,4
CAG-177 sp003514385,Firmicutes,PL,1.5,2
CAG-177 sp003538135,Firmicutes,PL,1,1
CAG-180 sp000432435,Firmicutes,PL,1.66666666666667,3
CAG-180 sp900315985,Firmicutes,PL,8,1
CAG-194 sp000432915,Firmicutes,PL,1,1
CAG-196 sp002102975,Other Phyla,PL,1,1
CAG-217 sp000436335,Firmicutes,PL,1.5,2
CAG-245 sp000435175,Firmicutes,PL,6,1
CAG-269 sp000431335,Firmicutes,PL,4,1
CAG-269 sp000438255,Firmicutes,PL,1,2
CAG-269 sp001916055,Firmicutes,PL,2,2
CAG-269 sp001916065,Firmicutes,PL,1,2
CAG-269 sp003525075,Firmicutes,PL,1.33333333333333,3
CAG-272 sp000433515,Firmicutes,PL,2.71428571428571,7
CAG-273 sp003507395,Firmicutes,PL,1,1
CAG-279 sp000437795,Bacteroidota,PL,11,2
CAG-288 sp000437395,Firmicutes,PL,3,2
CAG-302 sp000431795,Firmicutes,PL,1,2
CAG-302 sp001916775,Firmicutes,PL,1,2
CAG-313 sp003539625,Firmicutes,PL,1,2
CAG-349 sp003539515,Firmicutes,PL,1.25,4
CAG-390 sp003523225,Firmicutes,PL,3,4
CAG-41 sp001941225,Firmicutes,PL,14.2,5
CAG-41 sp900066215,Firmicutes,PL,17.2857142857143,7
CAG-433 sp000433675,Firmicutes,PL,1,1
CAG-448 sp000433415,Firmicutes,PL,4,1
CAG-448 sp002315325,Firmicutes,PL,1,1
CAG-448 sp003150135,Firmicutes,PL,2.5,2
CAG-45 sp002299665,Firmicutes,PL,1,4
CAG-45 sp900315735,Firmicutes,PL,1,4
CAG-451 sp000438295,Firmicutes,PL,1,1
CAG-452 sp000434035,Firmicutes,PL,1,3
CAG-460 sp000437315,Firmicutes,PL,1,3
CAG-460 sp000438075,Firmicutes,PL,1,1
CAG-460 sp002439555,Firmicutes,PL,1,1
CAG-465 sp000433755,Firmicutes,PL,1,1
CAG-475 sp000434435,Firmicutes,PL,2,3
CAG-488 sp000434055,Firmicutes,PL,2.16666666666667,6
CAG-533 sp002438065,Firmicutes,PL,1,2
CAG-582 sp000435515,Firmicutes,PL,2,1
CAG-594 sp000434835,Firmicutes,PL,1.66666666666667,3
CAG-605 sp000433475,Firmicutes,PL,1,1
CAG-724 sp003524145,Firmicutes,PL,6.28571428571429,7
CAG-791 sp900318875,Firmicutes,PL,4,2
CAG-81 sp000435795,Firmicutes,PL,1.5,2
CAG-83 sp000431575,Firmicutes,PL,1,1
CAG-83 sp000435555,Firmicutes,PL,1.5,2
CAG-83 sp000435975,Firmicutes,PL,3,5
CAG-83 sp001916855,Firmicutes,PL,1.71428571428571,7
CAG-83 sp003487665,Firmicutes,PL,1.42857142857143,7
CAG-83 sp003539495,Firmicutes,PL,1,4
CAG-83 sp900313295,Firmicutes,PL,1.33333333333333,3
CAG-841 sp000437375,Firmicutes,PL,1.5,2
CAG-882 sp003486385,Firmicutes,PL,2.5,2
CAG-914 sp000437895,Firmicutes,PL,1.8,5
CAG-95 sp000436115,Firmicutes,PL,30,1
CAG-964_A sp002493755,Firmicutes,PL,1,1
CAG-988 sp003149915,Firmicutes,PL,1,1
Catenibacterium mitsuokai,Firmicutes,PL,1,3
Cloacibacillus porcorum,Other Phyla,PL,2,1
Clostridium baratii,Firmicutes,PL,1.33333333333333,3
Clostridium disporicum,Firmicutes,PL,2.14285714285714,7
Clostridium sp000435835,Firmicutes,PL,3.8,5
Clostridium sp900317445,Firmicutes,PL,1.5,2
Clostridium thermobutyricum,Firmicutes,PL,1,1
Clostridium_A leptum,Firmicutes,PL,8.66666666666667,3
Clostridium_AI sp002297865,Firmicutes,PL,15,6
Clostridium_M bolteae,Firmicutes,PL,1,1
Clostridium_M citroniae,Firmicutes,PL,1,1
Clostridium_M clostridioforme,Firmicutes,PL,9.5,6
Clostridium_M sp000155435,Firmicutes,PL,9,2
Clostridium_M sp001304855,Firmicutes,PL,1,1
Clostridium_P perfringens,Firmicutes,PL,2.71428571428571,7
Clostridium_Q saccharolyticum,Firmicutes,PL,1,2
Clostridium_Q sp003024715,Firmicutes,PL,1,1
Clostridium_Q symbiosum,Firmicutes,PL,4,1
COE1 sp001916965,Firmicutes,PL,14.5,2
Collinsella bouchesdurhonensis,Actinobacteriota,PL,1,1
Coprococcus eutactus_A,Firmicutes,PL,1,2
Coprococcus sp000433075,Firmicutes,PL,1,1
Coprococcus_A catus,Firmicutes,PL,1,1
Coprococcus_B comes,Firmicutes,PL,1,2
Corynebacterium sp900232865,Actinobacteriota,PL,1,1
Corynebacterium stationis,Actinobacteriota,PL,1,2
D5 sp900113995,Firmicutes,PL,1,1
Dialister succinatiphilus,Firmicutes,PL,1,3
Dorea faecis,Firmicutes,PL,1,2
Dorea formicigenerans,Firmicutes,PL,1.5,4
Dorea longicatena,Firmicutes,PL,1.16666666666667,6
Dorea scindens,Firmicutes,PL,1,5
Dorea sp000433215,Firmicutes,PL,1,2
Dorea sp000433535,Firmicutes,PL,1,1
Dorea sp900066555,Firmicutes,PL,1,1
Dorea sp900066765,Firmicutes,PL,1,1
Edwardsiella hoshinae,Proteobacteria,PL,1,1
Eisenbergiella massiliensis,Firmicutes,PL,3,6
Eisenbergiella sp900066775,Firmicutes,PL,1,1
Eisenbergiella tayi,Firmicutes,PL,1.5,2
Enterobacter himalayensis,Proteobacteria,PL,3,3
Enterococcus faecalis,Firmicutes,PL,22.5,2
Enterococcus_B durans,Firmicutes,PL,7.66666666666667,3
Enterococcus_B faecium,Firmicutes,PL,5,1
Enterococcus_B faecium_B,Firmicutes,PL,4,2
Enterococcus_B hirae,Firmicutes,PL,13,3
Enterococcus_B villorum,Firmicutes,PL,2,1
Enterococcus_C asini,Firmicutes,PL,1,3
Enterococcus_D casseliflavus,Firmicutes,PL,1,2
Enteroscipio rubneri,Actinobacteriota,PL,1,1
ER4 sp000765235,Firmicutes,PL,4.8,5
ER4 sp002437735,Firmicutes,PL,1,2
ER4 sp003522105,Firmicutes,PL,1.8,5
ER4 sp900317525,Firmicutes,PL,8.66666666666667,3
Erysipelatoclostridium ramosum,Firmicutes,PL,10,1
Erysipelatoclostridium sp000752095,Firmicutes,PL,4,1
Escherichia flexneri,Proteobacteria,PL,1.6,5
Eubacterium callanderi,Firmicutes,PL,1,1
Eubacterium_E hallii,Firmicutes,PL,1,2
Eubacterium_E hallii_A,Firmicutes,PL,2.28571428571429,7
Eubacterium_E sp002161065,Firmicutes,PL,1,1
Eubacterium_F sp002435545,Firmicutes,PL,1,1
Eubacterium_F sp003491505,Firmicutes,PL,2.66666666666667,3
Eubacterium_G sp000432355,Firmicutes,PL,1,1
Eubacterium_H sp002371335,Firmicutes,PL,1.5,2
Eubacterium_H sp002394235,Firmicutes,PL,2.25,4
Eubacterium_H sp003488475,Firmicutes,PL,1,3
Eubacterium_H sp900314295,Firmicutes,PL,1,1
Eubacterium_H sp900317175,Firmicutes,PL,2,2
Eubacterium_I sp900066595,Firmicutes,PL,2,1
Eubacterium_Q sp900314445,Firmicutes,PL,1.25,4
Eubacterium_R sp000434995,Firmicutes,PL,1,3
Eubacterium_R sp900321905,Firmicutes,PL,2.5,2
Eubacterium_S uniforme,Firmicutes,PL,1,1
F23-B02 sp002472405,Firmicutes,PL,2.5,2
Faecalibacterium prausnitzii_A,Firmicutes,PL,1,3
Faecalibacterium prausnitzii_C,Firmicutes,PL,1.6,5
Faecalibacterium prausnitzii_D,Firmicutes,PL,3.5,4
Faecalibacterium prausnitzii_E,Firmicutes,PL,2,2
Faecalibacterium prausnitzii_G,Firmicutes,PL,2,4
Faecalibacterium prausnitzii_K,Firmicutes,PL,1,3
Faecalibacterium sp002160895,Firmicutes,PL,1.66666666666667,3
Faecalibacterium sp003449675,Firmicutes,PL,19,1
Faecalicatena faecis,Firmicutes,PL,1.5,2
Faecalicatena gnavus,Firmicutes,PL,1.33333333333333,3
Faecalicatena orotica,Firmicutes,PL,1,1
Faecalicatena sp002160525,Firmicutes,PL,1,2
Faecalicatena sp900066545,Firmicutes,PL,1,1
Fibrobacter_A intestinalis,Other Phyla,PL,2.6,5
Firm-04 sp002395085,Firmicutes,PL,2,4
Firm-07 sp002438075,Firmicutes,PL,2,2
Firm-10 sp001603025,Firmicutes,PL,126,4
Flavonifractor sp002159455,Firmicutes,PL,1,1
Flavonifractor sp002161215,Firmicutes,PL,1.5,2
Fournierella massiliensis,Firmicutes,PL,1,1
Fournierella sp002160145,Firmicutes,PL,7,3
Fusicatenibacter saccharivorans,Firmicutes,PL,45,2
Fusobacterium_A mortiferum,Other Phyla,PL,4.33333333333333,3
GCA-900066135 sp900066135,Firmicutes,PL,1.5,8
GCA-900199385 sp900320755,Firmicutes,PL,1,1
Gemmiger formicilis,Firmicutes,PL,22.875,8
Gemmiger sp002306375,Firmicutes,PL,2.33333333333333,3
Gemmiger sp003476825,Firmicutes,PL,32.125,8
Gemmiger variabile,Firmicutes,PL,1.5,4
Holdemanella biformis,Firmicutes,PL,2,1
Holdemanella sp002299315,Firmicutes,PL,3,1
HUN007 sp002315235,Firmicutes,PL,2,3
Hungatella amygdalinum,Firmicutes,PL,1,1
Hungatella effluvii,Firmicutes,PL,4.33333333333333,3
Hungatella hathewayi,Firmicutes,PL,1,1
Intestinimonas butyriciproducens,Firmicutes,PL,2.66666666666667,3
Intestinimonas massiliensis,Firmicutes,PL,1.77777777777778,9
ISDg sp002311665,Firmicutes,PL,1,1
K10 sp001941205,Bacteroidota,PL,1,1
KLE1615 sp900066985,Firmicutes,PL,68.5,8
Klebsiella pneumoniae,Proteobacteria,PL,1,1
Kurthia sp002359015,Firmicutes,PL,6,1
Lachnospira eligens_B,Firmicutes,PL,2,1
Lachnospira sp000436475,Firmicutes,PL,1,2
Lachnospira sp003537285,Firmicutes,PL,2.25,4
Lachnospira sp900316325,Firmicutes,PL,21.1666666666667,6
Lactobacillus amylovorus,Firmicutes,PL,1.42857142857143,7
Lactobacillus crispatus,Firmicutes,PL,1,3
Lactobacillus delbrueckii,Firmicutes,PL,1.5,2
Lactobacillus delbrueckii_A,Firmicutes,PL,1,2
Lactobacillus gallinarum,Firmicutes,PL,1,4
Lactobacillus johnsonii,Firmicutes,PL,1.4,5
Lactobacillus taiwanensis,Firmicutes,PL,1,1
Lactobacillus_B agilis,Firmicutes,PL,1,2
Lactobacillus_B salivarius,Firmicutes,PL,2.16666666666667,6
Lactobacillus_C rhamnosus,Firmicutes,PL,1,2
Lactobacillus_H mucosae,Firmicutes,PL,1.4,5
Lactobacillus_H reuteri,Firmicutes,PL,2.28571428571429,7
Lactobacillus_H sp002299975,Firmicutes,PL,1,1
Lactobacillus_H vaginalis,Firmicutes,PL,1,1
Lactococcus garvieae_B,Firmicutes,PL,1,1
Lawsonibacter sp000177015,Firmicutes,PL,2,1
Lawsonibacter sp002161175,Firmicutes,PL,1,2
Marvinbryantia sp002473385,Firmicutes,PL,1,1
Marvinbryantia sp900066075,Firmicutes,PL,1,1
Megasphaera elsdenii,Firmicutes,PL,1.6,5
Methanobrevibacter_A gottschalkii,Other Phyla,PL,1,1
Methanobrevibacter_A smithii,Other Phyla,PL,1,2
Methanobrevibacter_B wolinii,Other Phyla,PL,2,1
Mitsuokella jalaludinii,Firmicutes,PL,1.5,4
Mitsuokella multacida,Firmicutes,PL,1,1
Mogibacterium sp002299625,Firmicutes,PL,1,1
NK4A136 sp002393955,Firmicutes,PL,1,2
Odoribacter splanchnicus,Bacteroidota,PL,1,1
OEMS01 sp900199405,Firmicutes,PL,49.4,5
Olsenella_B sp000752675,Actinobacteriota,PL,1,1
Olsenella_B sp900111695,Actinobacteriota,PL,4,3
Oribacterium sp900107835,Firmicutes,PL,1.5,2
Oscillibacter sp001916835,Firmicutes,PL,1,1
Oscillibacter sp900066435,Firmicutes,PL,1.25,4
Parabacteroides distasonis,Bacteroidota,PL,2,4
Parabacteroides goldsteinii,Bacteroidota,PL,3.83333333333333,6
Parabacteroides merdae,Bacteroidota,PL,5.85714285714286,7
Parabacteroides sp000436495,Bacteroidota,PL,2.75,4
PeH17 sp000435055,Firmicutes,PL,1.25,4
Phascolarctobacterium_A succinatutens,Firmicutes,PL,1,2
Phil1 sp001940855,Firmicutes,PL,2,6
Polynucleobacter rarus,Proteobacteria,PL,1,1
Prevotella brevis,Bacteroidota,PL,1,1
Prevotella bryantii,Bacteroidota,PL,1.5,2
Prevotella copri,Bacteroidota,PL,23.2,15
Prevotella copri_A,Bacteroidota,PL,7,7
Prevotella intermedia,Bacteroidota,PL,1,1
Prevotella lascolaii,Bacteroidota,PL,1.33333333333333,3
Prevotella sp000434515,Bacteroidota,PL,29.2857142857143,7
Prevotella sp000434975,Bacteroidota,PL,6,5
Prevotella sp000436035,Bacteroidota,PL,42.2,5
Prevotella sp000436915,Bacteroidota,PL,75.5454545454546,11
Prevotella sp000834015,Bacteroidota,PL,43.4615384615385,13
Prevotella sp001275135,Bacteroidota,PL,1,2
Prevotella sp002251245,Bacteroidota,PL,31.2727272727273,11
Prevotella sp002251295,Bacteroidota,PL,39.5,16
Prevotella sp002251365,Bacteroidota,PL,53.8571428571429,14
Prevotella sp002251385,Bacteroidota,PL,8.21428571428571,14
Prevotella sp002251435,Bacteroidota,PL,68.9285714285714,14
Prevotella sp002265625,Bacteroidota,PL,2,5
Prevotella sp002299275,Bacteroidota,PL,40.4166666666667,12
Prevotella sp002299635,Bacteroidota,PL,13.6666666666667,6
Prevotella sp002300055,Bacteroidota,PL,28.2,5
Prevotella sp002317355,Bacteroidota,PL,7.2,10
Prevotella sp002353975,Bacteroidota,PL,2.2,5
Prevotella sp002373375,Bacteroidota,PL,11,7
Prevotella sp002394365,Bacteroidota,PL,1,1
Prevotella sp002394385,Bacteroidota,PL,5.75,4
Prevotella sp002437285,Bacteroidota,PL,1,1
Prevotella sp002480935,Bacteroidota,PL,10.2,5
Prevotella sp003447235,Bacteroidota,PL,1,1
Prevotella sp900109055,Bacteroidota,PL,2,1
Prevotella sp900199655,Bacteroidota,PL,2,4
Prevotella sp900290275,Bacteroidota,PL,46.5555555555556,9
Prevotella sp900313215,Bacteroidota,PL,35.5,6
Prevotella sp900314755,Bacteroidota,PL,1,1
Prevotella sp900314915,Bacteroidota,PL,1,3
Prevotella sp900314945,Bacteroidota,PL,1.8,5
Prevotella sp900315105,Bacteroidota,PL,1,2
Prevotella sp900315545,Bacteroidota,PL,1,1
Prevotella sp900315955,Bacteroidota,PL,3.875,8
Prevotella sp900316015,Bacteroidota,PL,1.5,2
Prevotella sp900316265,Bacteroidota,PL,1,1
Prevotella sp900316285,Bacteroidota,PL,1,1
Prevotella sp900316685,Bacteroidota,PL,1,1
Prevotella sp900317545,Bacteroidota,PL,2.61538461538462,13
Prevotella sp900318855,Bacteroidota,PL,1,2
Prevotella sp900320845,Bacteroidota,PL,1,2
Prevotella sp900322035,Bacteroidota,PL,1,4
Prevotella stercorea,Bacteroidota,PL,1.75,4
Pseudoflavonifractor capillosus,Firmicutes,PL,1,1
Pseudomonas aeruginosa,Proteobacteria,PL,8.5,2
QALS01 sp003150575,Firmicutes,PL,6,1
RC9 sp000431015,Bacteroidota,PL,1.5,6
RC9 sp000432515,Bacteroidota,PL,15.875,8
RC9 sp000432655,Bacteroidota,PL,4,13
RC9 sp000433355,Bacteroidota,PL,4.28571428571429,7
RC9 sp000434935,Bacteroidota,PL,12.6666666666667,15
RC9 sp000435075,Bacteroidota,PL,1,3
RC9 sp001915575,Bacteroidota,PL,64.5714285714286,7
RC9 sp002298075,Bacteroidota,PL,4.44444444444444,9
RC9 sp002309995,Bacteroidota,PL,1.8,5
RC9 sp002314885,Bacteroidota,PL,28,2
RC9 sp002350615,Bacteroidota,PL,1.83333333333333,6
RC9 sp002393945,Bacteroidota,PL,1,1
RC9 sp002395925,Bacteroidota,PL,1.16666666666667,6
RC9 sp002439805,Bacteroidota,PL,28.4285714285714,7
RC9 sp002440085,Bacteroidota,PL,27.4,5
RC9 sp002472565,Bacteroidota,PL,7.72727272727273,11
